index,z_index,z_title,z_main_author,z_abstract,z_venue,z_year
896,,,,,,
897,,,,,,
898,,,,,,
899,,,,,,
900,,,,,,
901,,,,,,
902,,,,,,
903,,,,,,
904,,,,,,
905,134924,What happens when facebook is gone?,Frank McCown,"Web users are spending more of their time and creative energies within online social networking systems. While many of these networks allow users to export their personal data or expose themselves to third-party web archiving, some do not. Facebook, one of the most popular social networking websites, is one example of a ""walled garden"" where users' activities are trapped. We examine a variety of techniques for extracting users' activities from Facebook (and by extension, other social networking systems) for the personal archive and for the third-party archiver. Our framework could be applied to any walled garden where personal user data is being locked.",Proceedings of the 9th ACM/IEEE-CS joint conference on Digital libraries,2009
905,141279,Comparing the performance of us college football teams in the web and on the field,Martin Klein,"In previous research it has been shown that link-based web page metrics can be used to predict experts' assessment of quality. We are interested in a related question: do expert rankings of real-world entities correlate with search engine (SE) rankings of corresponding web resources? To answer this question we compared rankings of college football teams in the US with rankings of their associated web resources. We looked at the weekly polls released by the Associated Press (AP) and USA Today Coaches Poll. Both rank the top 25 teams according to the aggregated expertise of sports writers and college football coaches. For the entire 2008 season (8/2008 { 1/2009), we compared the ranking of teams (top 10 and top 25) according to the polls with the rankings of one to eight URLs associated with each team in Google, Live Search and Yahoo. We found moderate to high correlations between the final rankings of 2007 and the SE ranking in mid 2008 but the correlation between the polls and the SEs steadily decreased as the season went on. We believe this is because the rankings in the web graph (as reported via SEs) have ""inertia"" and do not rapidly fluctuate as do the teams' on the field fortunes.",Proceedings of the 20th ACM conference on Hypertext and hypermedia,2009
905,134406,Query parameters for harvesting digital video and associated contextual information,Gary Marchionini,"Video is increasingly important to digital libraries and archives as both primary content and as context for the primary objects in collections. Services like YouTube not only offer large numbers of videos but also usage data such as comments and ratings that may help curators today make selections and aid future generations to interpret those selections. A query-based harvesting strategy is presented and results from daily harvests for six topics defined by 145 queries over a 20-month period are discussed with respect to, query specification parameters, topic, and contribution patterns. The limitations of the strategy and these data are considered and suggestions are offered for curators who wish to use query-based harvesting.",Proceedings of the 9th ACM/IEEE-CS joint conference on Digital libraries,2009
905,63668,Critical methods and user generated content: the iPhone on YouTube,Mark Blythe,"Sites like YouTube offer vast sources of data for studies of human computer interaction. However, they also present a number of methodological challenges. This paper offers an example study of the initial reception of the iPhone 3G through YouTube. It begins with a quantitative account of the overall shape of the most frequently viewed returns for an iPhone 3G"" search. A content analysis of the first hundred videos then explores the returns categorized by genre. Comments on the most popular video ""Will It Blend""are analysed using grounded theory. It is argued that social science methods are not sufficient for a rich understanding of such material. The paper concludes with an analysis of""Will it Blend""that draws on cultural and critical theory. It is argued that a multi-methodological approach is necessary to exploit such data and also to address the challenges of next generation Human Computer Interaction (HCI).",Proceedings of the 27th international conference on Human factors in computing systems,2009
906,,,,,,
907,,,,,,
908,,,,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,,,,,,
913,,,,,,
914,,,,,,
915,,,,,,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,,,,,,
922,,,,,,
923,,,,,,
924,,,,,,
925,,,,,,
926,,,,,,
927,,,,,,
928,,,,,,
929,,,,,,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,347649,Guest Editorial: Intelligent data analysis in biomedicine,John H. Holmes,"",Journal of Biomedical Informatics,2007
958,69189,Guest editorial: Computational intelligence and machine learning in bioinformatics,Giorgio Valentini,"",Artificial Intelligence in Medicine,2009
959,,,,,,
960,,,,,,
961,,,,,,
962,500411,Ubicomp4D: infrastructure and interaction for international development--the case of urban indian slums,Nithya Sambasivan,"This paper attempts to re-imagine ubiquitous computing for populations in low-income and information-challenged environments. We examine information infrastructures in mid-sized urban slums of Mumbai and Bangalore in three ways--1) highlighting technologies supporting social networks, 2) examining underlying notions of trust and privacy in building information networks, and 3) discussing protocols and practices around shared access. We then discuss our thoughts on designing for low-income, low-literacy, and resource-challenged communities, presenting new ways to think about the design of ubiquitous technologies for international development. We argue for collaborative exchange between the established strengths of the Information and Communication Technologies for Development (ICT4D) and Ubicomp communities to generate new ways of shaping technologies towards poverty alleviation in previously neglected socio-economic contexts--Ubicomp4D.",Proceedings of the 11th international conference on Ubiquitous computing,2009
962,66445,Designing digital games for rural children: a study of traditional village games in India,Matthew Kam,"Low educational levels hinder economic empowerment in developing countries. We make the case that educational games can impact children in the developing world. We report on exploratory studies with three communities in North and South India to show some problems with digital games that fail to match rural children's understanding of games, to highlight that there is much for us to learn about designing games that are culturally meaningful to them. We describe 28 traditional village games that they play, based on our contextual interviews. We analyze the mechanics in these games and compare these mechanics against existing videogames to show what makes traditional games unique. Our analysis has helped us to interpret the playability issues that we observed in our exploratory studies, and informed the design of a new videogame that rural children found to be more intuitive and engaging.",Proceedings of the 27th international conference on Human factors in computing systems,2009
962,493102,Form one students' engagement with computer games and its effect on their academic achievement in a Malaysian secondary school,Yee Leng Eow,"The main purpose of the study was to address the association between computer games and students' academic achievement. The exceptional growth in numbers of children playing computer games, the uneasiness and incomplete understanding foundation when starting the discussion on computer games have stimulated this study to be conducted. From a survey conducted on 236 form one students in one of the Malaysian secondary school, 75.8 percent were gamers. Playing computer games seemed to be more stereotypically boy's activity with 91.3 percent of the boys engaged in computer games compared to 54.1 percent among the girls. They spent an average of 8.47 hours per week playing computer games. Parents and teachers' concern about computer games was not something that went unwarranted as an overall result was predicting computer games as having negative associations with students' academic achievement. However, in-depth analyses by combinations of classes done step by step indicated that the initial results could be overruled by students from the last class, whom need extra attentions. As a conclusion, the findings in this study suggest some interesting yet ultimately weak associations between playing computer games and students' academic achievement. Nevertheless, caution is warranted in making any generalization as looking at the population as a whole will be different from its components. The generalizability of this study's findings is limited by the nature of the sample. Even so, blaming computer games for the students' bad academic performance in school is unjustified as there are many more other factors to look into before finding computer games as the scapegoat.",Computers Education,2009
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,,,,,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
1048,,,,,,
1049,,,,,,
1050,,,,,,
1051,,,,,,
1052,58139,Using Wikipedia to bootstrap open information extraction,Daniel S. Weld,"",ACM SIGMOD Record,2009
1052,493387,"""edit this page"": the socio-technological infrastructure of a wikipedia article",Shaun P. Slattery,"Networked environments, such as wikis, are commonly used to support work, including the collaborative authoring of information and ""fact-building."" In networked environments, the activity of fact-building is mediated not only by the technological features of the interface, but also by the social conventions of the community it supports. This paper examines the social and technological features of a Wikipedia article in order to understand how these features help mediate the activity of fact-building and highlights the need for communication designers to consider the goals and needs of the communities for which they design.",Proceedings of the 27th ACM international conference on Design of communication,2009
1052,71404,Do you know?: recommending people to invite into your social network,Ido Guy,"In this paper we describe a novel UI and system for providing users with recommendations of people to invite into their explicit enterprise social network. The recommendations are based on aggregated information collected from various sources across the organization and are displayed in a widget, which is part of a popular enhanced employee directory. Recommended people are presented one by one, with detailed reasoning as for why they were recommended. Usage results are presented for a period of four months that indicate an extremely significant impact on the number of connections created in the system. Responses in the organization's blogging system, a survey with over 200 participants, and a set of interviews we conducted shed more light on the way the widget is used and implications of the design choices made.",Proceedings of the 13th international conference on Intelligent user interfaces,2009
1052,65291,"Make new friends, but keep the old: recommending people on social networking sites",Jilin Chen,"This paper studies people recommendations designed to help users find known, offline contacts and discover new friends on social networking sites. We evaluated four recommender algorithms in an enterprise social networking site using a personalized survey of 500 users and a field study of 3,000 users. We found all algorithms effective in expanding users' friend lists. Algorithms based on social network information were able to produce better-received recommendations and find more known contacts for users, while algorithms using similarity of user-created content were stronger in discovering new friends. We also collected qualitative feedback from our survey users and draw several meaningful design implications.",Proceedings of the 27th international conference on Human factors in computing systems,2009
1052,496537,Overview based example selection in end user interactive concept learning,Saleema Amershi,"Interaction with large unstructured datasets is difficult because existing approaches, such as keyword search, are not always suited to describing concepts corresponding to the distinctions people want to make within datasets. One possible solution is to allow end users to train machine learning systems to identify desired concepts, a strategy known as interactive concept learning. A fundamental challenge is to design systems that preserve end user flexibility and control while also guiding them to provide examples that allow the machine learning system to effectively learn the desired concept. This paper presents our design and evaluation of four new overview based approaches to guiding example selection. We situate our explorations within CueFlik, a system examining end user interactive concept learning in Web image search. Our evaluation shows our approaches not only guide end users to select better training examples than the best performing previous design for this application, but also reduce the impact of not knowing when to stop training the system. We discuss challenges for end user interactive concept learning systems and identify opportunities for future research on the effective design of such systems.",Proceedings of the 22nd annual ACM symposium on User interface software and technology,2009
1053,,,,,,
1054,,,,,,
1055,,,,,,
1056,,,,,,
1057,,,,,,
1058,,,,,,
1059,,,,,,
1060,,,,,,
1061,,,,,,
1062,,,,,,
1063,,,,,,
1064,,,,,,
1065,,,,,,
1066,,,,,,
1067,,,,,,
1068,,,,,,
1069,,,,,,
1070,,,,,,
1071,,,,,,
1072,,,,,,
1073,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
1077,,,,,,
1078,,,,,,
1079,,,,,,
1080,,,,,,
1081,,,,,,
1082,,,,,,
1083,,,,,,
1084,,,,,,
1085,,,,,,
1086,,,,,,
1087,,,,,,
1088,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1092,,,,,,
1093,,,,,,
1094,,,,,,
1095,,,,,,
1096,,,,,,
1097,,,,,,
1098,,,,,,
1099,,,,,,
1100,,,,,,
1101,,,,,,
1102,,,,,,
1103,,,,,,
1104,,,,,,
1105,,,,,,
1106,,,,,,
1107,,,,,,
1108,,,,,,
1109,,,,,,
1110,,,,,,
1111,,,,,,
1112,,,,,,
1113,,,,,,
1114,,,,,,
1115,,,,,,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,,,,,,
1144,,,,,,
1145,,,,,,
1146,65731,A hybrid probabilistic framework for content-based image retrieval with feature weighting,Djemel Ziou,"In this paper, we propose a probabilistic framework for efficient retrieval and indexing of image collections. This framework uncovers the hierarchical structure underlying the collection from image features based on a hybrid model that combines both generative and discriminative learning. We adopt the generalized Dirichlet mixture and maximum likelihood for the generative learning in order to estimate accurately the statistical model of the data. Then, the resulting model is refined by a new discriminative likelihood that enhances the power of relevant features. Consequently, this new model is suitable for modeling high-dimensional data described by both semantic and low-level (visual) features. The semantic features are defined according to a known ontology while visual features represent the visual appearance such as color, shape, and texture. For validation purposes, we propose a new visual feature which has nice invariance properties to image transformations. Experiments on the Microsoft's collection (MSRCID) show clearly the merits of our approach in both retrieval and indexing.",Pattern Recognition,2009
1147,,,,,,
1148,,,,,,
1149,39210,A discrete filled function algorithm for approximate global solutions of max-cut problems,Ai-Fan Ling,"A discrete filled function algorithm is proposed for approximate global solutions of max-cut problems. A new discrete filled function is defined for max-cut problems and the properties of the filled function are studied. Unlike general filled function methods, using the characteristic of max-cut problems, the parameters in proposed filled function need not be adjusted. This greatly increases the efficiency of the filled function method. By combining a procedure that randomly generates initial points for minimization of the filled function, the proposed algorithm can greatly reduce the calculation cost and be applied to large scale max-cut problems. Numerical results on different sizes and densities test problems indicate that the proposed algorithm is efficient and stable to get approximate global solutions of max-cut problems.",Journal of Computational and Applied Mathematics,2008
1149,324112,Combinatorial auctions for supply chain formation,William E. Walsh,"",Proceedings of the 2nd ACM conference on Electronic commerce,2000
1149,42242,An adaptive radial basis algorithm (ARBF) for expensive black-box global optimization,Kenneth Holmström,"Powerful response surface methods based on kriging and radial basis function (RBF) interpolation have been developed for expensive, i.e. computationally costly, global nonconvex optimization. We have implemented some of these methods in the solvers rbfSolve and EGO in the TOMLAB Optimization Environment ( http://www.tomopt.com/tomlab/ ). In this paper we study algorithms based on RBF interpolation. The practical performance of the RBF algorithm is sensitive to the initial experimental design, and to the static choice of target values. A new adaptive radial basis interpolation (ARBF) algorithm, suitable for parallel implementation, is presented. The algorithm is described in detail and its efficiency is analyzed on the standard test problem set of Dixon---Szegö. Results show that it outperforms the published results of rbfSolve and several other solvers.",Journal of Global Optimization,2008
1149,307792,Nash q-learning for general-sum stochastic games,Junling Hu,"We extend Q-learning to a noncooperative multiagent context, using the framework of general-sum stochastic games. A learning agent maintains Q-functions over joint actions, and performs updates based on assuming Nash equilibrium behavior over the current Q-values. This learning protocol provably converges given certain restrictions on the stage games (defined by Q-values) that arise during learning. Experiments with a pair of two-player grid games suggest that such restrictions on the game structure are not necessarily required. Stage games encountered during learning in both grid environments violate the conditions. However, learning consistently converges in the first grid game, which has a unique equilibrium Q-function, but sometimes fails to converge in the second, which has three different equilibrium Q-functions. In a comparison of offline learning performance in both games, we find agents are more likely to reach a joint optimal path with Nash Q-learning than with a single-agent Q-learning method. When at least one agent adopts Nash Q-learning, the performance of both agents is better than using single-agent Q-learning. We have also implemented an online version of Nash Q-learning that balances exploration with exploitation, yielding improved performance.",The Journal of Machine Learning Research,2003
1149,301604,A Hybrid Descent Method for Global Optimization,K. F. C. Yiu,"In this paper, a hybrid descent method, consisting of a simulated annealing algorithm and a gradient-based method, is proposed. The simulated annealing algorithm is used to locate descent points for previously converged local minima. The combined method has the descent property and the convergence is monotonic. To demonstrate the effectiveness of the proposed hybrid descent method, several multi-dimensional non-convex optimization problems are solved. Numerical examples show that global minimum can be sought via this hybrid descent method.",Journal of Global Optimization,2004
1149,301604,A Hybrid Descent Method for Global Optimization,K. F. C. Yiu,"In this paper, a hybrid descent method, consisting of a simulated annealing algorithm and a gradient-based method, is proposed. The simulated annealing algorithm is used to locate descent points for previously converged local minima. The combined method has the descent property and the convergence is monotonic. To demonstrate the effectiveness of the proposed hybrid descent method, several multi-dimensional non-convex optimization problems are solved. Numerical examples show that global minimum can be sought via this hybrid descent method.",Journal of Global Optimization,2004
1149,567078,On market-inspired approaches to propositional satisfiability,William E. Walsh,"We describe three market-inspired approaches to propositional satisfiability. The first is based on a formulation of safisfiability as production on a supply chain, where producers of particular variable assignments must acquire licenses to fail to satisfy particular clauses. Experiments show that although this general supply-chain protocol can converge to market allocations corresponding to satisfiable truth assignments, it is impractically slow. We find that a simplified market structure and a variation on the pricing method can improve performance significantly. We compare the performance of the three market-based protocols with distributed breakout algorithm and GSAT on benchmark 3-SAT problems. We identify a tradeoff between performance and economic realism in the market protocols, and a tradeoff between performance and the degree of decentralization between the market protocols and distributed breakout. We also conduct informal and experimental analyses to gain insight into the operation of price-guided search.",Artificial Intelligence,2003
1149,291945,An adaptive agent bidding strategy based on stochastic modeling,Sunju Park,"",Proceedings of the third annual conference on Autonomous Agents,1999
1149,507076,A review of recent advances in global optimization,C. A. Floudas,"This paper presents an overview of the research progress in deterministic global optimization during the last decade (1998---2008). It covers the areas of twice continuously differentiable nonlinear optimization, mixed-integer nonlinear optimization, optimization with differential-algebraic models, semi-infinite programming, optimization with grey box/nonfactorable models, and bilevel nonlinear optimization.",Journal of Global Optimization,2009
1149,507076,A review of recent advances in global optimization,C. A. Floudas,"This paper presents an overview of the research progress in deterministic global optimization during the last decade (1998---2008). It covers the areas of twice continuously differentiable nonlinear optimization, mixed-integer nonlinear optimization, optimization with differential-algebraic models, semi-infinite programming, optimization with grey box/nonfactorable models, and bilevel nonlinear optimization.",Journal of Global Optimization,2009
1149,439685,Emergent Properties of a Market-based Digital Library with Strategic Agents,Sunju Park,"The University of Michigan Digital Library (UMDL) is designed as an open system that allows third parties to build and integrate their own profit-seeking agents into the marketplace of information goods and services. The profit-seeking behavior of agents, however, risks inefficient allocation of goods and services, as agents take strategic stances that might backfire. While it would be good if we could impose mechanisms to remove incentives for strategic reasoning, this is not possible in the UMDL. Therefore, our approach has instead been to study whether encouraging the other extreme&mdash;making strategic reasoning ubiquitous&mdash;provides an answer.Toward this end, we have designed a strategy (called the p-strategy) that uses a stochastic model of the market to find the best offer price. We have then examined the collective behavior of p-strategy agents in the UMDL auction. Our experiments show that strategic thinking is not always beneficial and that the advantage of being strategic decreases with the arrival of equally strategic agents. Furthermore, a simpler strategy can be as effective when enough other agents use the p-strategy. Consequently, we expect the UMDL is likely to evolve to a point where some agents use simpler strategies and some use the p-strategy.",Autonomous Agents and Multi-Agent Systems,2000
1149,3977,Discrete global descent method for discrete global optimization and nonlinear integer programming,Chi-Kong Ng,"A novel method, entitled the discrete global descent method, is developed in this paper to solve discrete global optimization problems and nonlinear integer programming problems. This method moves from one discrete minimizer of the objective function f to another better one at each iteration with the help of an auxiliary function, entitled the discrete global descent function. The discrete global descent function guarantees that its discrete minimizers coincide with the better discrete minimizers of f under some standard assumptions. This property also ensures that a better discrete minimizer of f can be found by some classical local search methods. Numerical experiments on several test problems with up to 100 integer variables and up to 1.38 × 10104 feasible points have demonstrated the applicability and efficiency of the proposed method.",Journal of Global Optimization,2007
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,,,,,
1155,,,,,,
1156,,,,,,
1157,,,,,,
1158,507144,Relative rank statistics for dialog analysis,Juan M. Huerta,"We introduce the relative rank differential statistic which is a non-parametric approach to document and dialog analysis based on word frequency rank-statistics. We also present a simple method to establish semantic saliency in dialog, documents, and dialog segments using these word frequency rank statistics. Applications of our technique include the dynamic tracking of topic and semantic evolution in a dialog, topic detection, automatic generation of document tags, and new story or event detection in conversational speech and text. Our approach benefits from the robustness, simplicity and efficiency of non-parametric and rank based approaches and consistently outperformed term-frequency and TF-IDF cosine distance approaches in several experiments conducted.",Proceedings of the Conference on Empirical Methods in Natural Language Processing,2008
1159,,,,,,
1160,,,,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,,
1171,,,,,,
1172,,,,,,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,
1183,,,,,,
1184,,,,,,
1185,,,,,,
1186,,,,,,
1187,,,,,,
1188,,,,,,
1189,,,,,,
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,508047,Investigating virtual passthrough I/O on commodity devices,Lei Xia,"A commodity I/O device has no support for virtualization. A VMM can assign such a device to a single guest with direct, fast, but insecure access by the guest's native device driver. Alternatively, the VMMcan build virtual devices on top of the physical device, allowing it to be multiplexed across VMs, but with lower performance. We propose a technique that provides an intermediate option. In virtual passthrough I/O (VPIO), the guest interacts directly with the physical device most of the time, achieving high performance, as in passthrough I/O. Additionally, the guest/device interactions drive a model that in turn identifies (1) when the physical device can be handed off to another VM, and (2) if the guest programs the device to behave illegitimately. In this paper, we describe the VPIO model, and present preliminary results in using it to support two commodity network cards within the Palacios VMM we are building. We believe that an appropriate model for an I/O device could be produced by the hardware vendor as part of the design, implementation, and testing process.",ACM SIGOPS Operating Systems Review,2009
1197,393122,"""Zen"" and the art of petascale ocean modeling: a conceptual analysis of how virtualization could be key to bringing individual science back to petascale ocean modeling",Chris Hill,"We speculate on a novel role virtualization could play in creating a rounded, balanced physical science and engineering software ecosystem to support petascale computational science. The motivation for this analysis is a quest for ways to engage a broader spectrum of expertise in state-of-the-art petascale modeling activities. Current generation petascale efforts are based around massively parallel systems with greater than 50,000 cores. This presents a considerable challenge to typical computational science and engineering application analysis and development practices. To illustrate the challenge we examine an ocean model deployed on a recently commissioned &ap;60,000 core parallel system. This case study demonstrates interesting science and engineering challenges that many advanced simulations on petascale systems will face. We then describe a methodology, amenable to virtualization technology at various levels, that mitigates key aspects of the challenges outlined for a potentially broad class of applications.",Proceedings of the 2nd workshop on System-level virtualization for high performance computing,2008
1197,58545,GViM: GPU-accelerated virtual machines,Vishakha Gupta,"The use of virtualization to abstract underlying hardware can aid in sharing such resources and in efficiently managing their use by high performance applications. Unfortunately, virtualization also prevents efficient access to accelerators, such as Graphics Processing Units (GPUs), that have become critical components in the design and architecture of HPC systems. Supporting General Purpose computing on GPUs (GPGPU) with accelerators from different vendors presents significant challenges due to proprietary programming models, heterogeneity, and the need to share accelerator resources between different Virtual Machines (VMs). To address this problem, this paper presents GViM, a system designed for virtualizing and managing the resources of a general purpose system accelerated by graphics processors. Using the NVIDIA GPU as an example, we discuss how such accelerators can be virtualized without additional hardware support and describe the basic extensions needed for resource management. Our evaluation with a Xen-based implementation of GViM demonstrate efficiency and flexibility in system usage coupled with only small performance penalties for the virtualized vs. non-virtualized solutions.",Proceedings of the 3rd ACM Workshop on System-level Virtualization for High Performance Computing,2009
1197,53769,Protectit: trusted distributed services operating on sensitive data,Jiantao Kong,"Protecting shared sensitive information is a key requirement for today's distributed applications. Our research uses virtualization technologies to create and maintain trusted data paths across distributed machines, for the services being run and their information exchanges. For trusted data paths, runtime protection methods control what data is visible to which distributed services operating on it, guided by online monitoring that determines the levels of trust inherent in the paths' machines, services, and service actions. This paper presents a key functional element of trusted data paths, which is the ProtectIT interception mechanism for controlling the data exchanges between the different virtual machines running trusted services. ProtectIT can be applied to any communication and/or I/O performed by virtual machines, and because ProtectIT does not require application, middleware, or operating system modifications, it can be used to construct trusted data paths without the knowledge or consent of such entities. Further, since ProtectIT operates in virtual machines isolated from those used by applications, it is not subject to the attacks faced by services exposed to the open Internet. ProtectIT's functionality consists of dynamic protection rules represented as data filters applied to virtual machines' communications. Examples presented in this paper include email services for which ProtectIT's filters control data visibility to mail servers and clients, and unsecured virtual machine communications morphed into secure ones via ProtectIT-based message interception.",ACM SIGOPS Operating Systems Review,2008
1197,59268,Achieving 10 Gb/s using safe and transparent network interface virtualization,Kaushik Kumar Ram,"This paper presents mechanisms and optimizations to reduce the overhead of network interface virtualization when using the driver domain I/O virtualization model. The driver domain model provides benefits such as support for legacy device drivers and fault isolation. However, the processing overheads incurred in the driver domain to achieve these benefits limit overall I/O performance. This paper demonstrates the effectiveness of two approaches to reduce driver domain overheads. First, Xen is modified to support multi-queue network interfaces to eliminate the software overheads of packet demultiplexing and copying. Second, a grant reuse mechanism is developed to reduce memory protection overheads. These mechanisms shift the bottleneck from the driver domain to the guest domains, improving scalability and enabling significantly higher data rates. This paper also presents and evaluates a series of optimizations that substantially reduce the I/O virtualization overheads in the guest domain. In combination, these mechanisms and optimizations increase the maximum throughput achieved by guest domains from 2.9Gb/s to full 10 Gigabit Ethernet link rates.",Proceedings of the 2009 ACM SIGPLAN/SIGOPS international conference on Virtual execution environments,2009
1197,63717,The hybrid scheduling framework for virtual machine systems,Chuliang Weng,"The virtualization technology makes it feasible that multiple guest operating systems run on a single physical machine. It is the virtual machine monitor that dynamically maps the virtual CPU of virtual machines to physical CPUs according to the scheduling strategy. The scheduling strategy in Xen schedules virtual CPUs of a virtual machines asynchronously while guarantees the proportion of the CPU time corresponding to its weight, maximizing the throughput of the system. However, this scheduling strategy may deteriorate the performance when the virtual machine is used to execute the concurrent applications such as parallel programs or multithreaded programs. In this paper, we analyze the CPU scheduling problem in the virtual machine monitor theoretically, and the result is that the asynchronous CPU scheduling strategy will waste considerable physical CPU time when the system workload is the concurrent application. Then, we present a hybrid scheduling framework for the CPU scheduling in the virtual machine monitor. There are two types of virtual machines in the system: the high-throughput type and the concurrent type. The virtual machine can be set as the concurrent type when the majority of its workload is concurrent applications in order to reduce the cost of synchronization. Otherwise, it is set as the high-throughput type as the default. Moreover, we implement the hybrid scheduling framework based on Xen, and we will give a description of our implementation in details. At last, we test the performance of the presented scheduling framework and strategy based on the multi-core platform, and the experiment result indicates that the scheduling framework and strategy is feasible to improve the performance of the virtual machine system.",Proceedings of the 2009 ACM SIGPLAN/SIGOPS international conference on Virtual execution environments,2009
1197,67462,IBMon: monitoring VMM-bypass capable InfiniBand devices using memory introspection,Adit Ranadive,"Active monitoring of virtual machine (VM) behaviors and their utilization of different resource types is critical for effective management of high end cluster machines, data centers, and cloud computing infrastructures. Unfortunately, for reasons of performance, certain types of existing and future devices support capabilities that provide VMs with direct access to device resources, thereby bypassing the virtual machine monitor (VMM). This presents significant challenges to the VMM due to its resulting inability to assess VMdevice interactions. This paper describes a monitoring utility, IBMon, which enables the asynchronous monitoring of virtualized Infini-Band devices -- a sample VMM-bypass device heavily used in the HPC community. In the absence of adequate hardware supported monitoring information, IBMon uses dynamic memory introspection techniques to infer information regarding the VM-device interactions. Experimental results demonstrate that IBMon can asynchronously monitor VMM-bypass operations with acceptable accuracy, and negligible overheads, including for larger number of VMs, and for VMs with dynamic behavior patterns.",Proceedings of the 3rd ACM Workshop on System-level Virtualization for High Performance Computing,2009
1198,,,,,,
1199,,,,,,
1200,,,,,,
1201,,,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,,
1205,142340,Efficient argumentation over ontology correspondences,Paul Doran,"The ability to communicate is one of the key capabilities of an agent within a Multi-Agent System. In open environments, where agents are likely to use heterogeneous ontologies, it is necessary to use formally defined ontologies [1] to support communication. However, this requires either a shared ontology, or a set of correspondences (alignment) that map semantically related entities from one ontology to another. The open nature of such environments results in this being unlikely due to few a priori assumptions being made about the agents present; thus requiring techniques for dynamic alignment and reconciliation. To dynamically reconcile heterogeneous ontologies, agents need to be able to agree on an acceptable alignment between their ontologies. Various approaches attempt to resolve ontological mismatches in open environments [8, 4], using negotiation approaches that search the space of alignments to find a mutually acceptable set of correspondences. However, this search can become prohibitively costly when negotiation mechanisms such as argumentation are involved, reaching II(p)2-complete [5]. Hence, it is important to reduce the search space before the argumentation process takes place. The Meaning-based Argumentation approach [8] allows two agents to dynamically and automatically reach consensus by arguing over a set of candidate mappings (or correspondences) obtained from a mapping repository. We have explored the use of Ontology Modularization as a filtering mechanism for reducing the number of candidate mappings, by isolating only those mappings that are relevant to the communication, and hence reducing the size of the search space for the argumentation process.",Proceedings of The 8th International Conference on Autonomous Agents and Multiagent Systems - Volume 2,2009
1206,,,,,,
1207,,,,,,
1208,,,,,,
1209,,,,,,
1210,,,,,,
1211,,,,,,
1212,,,,,,
1213,,,,,,
